chrom	start	end	name	repeat_unit_size	color_rgb
chr2_hap2	93042583	93043263	#1777:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93043263	93043608	#1778:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93043608	93043937	#1779:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93043937	93044620	#1780:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93044620	93044955	#1781:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93044955	93045636	#1782:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93045636	93045976	#1783:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93045976	93046654	#1784:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93046654	93046997	#1785:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93046997	93047331	#1786:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93047331	93048013	#1787:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93048013	93048351	#1788:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93048351	93049031	#1789:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93049031	93049711	#1790:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93049711	93050041	#1791:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93050041	93050724	#1792:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93050724	93051059	#1793:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93051059	93051740	#1794:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93051740	93052080	#1795:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93052080	93052758	#1796:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93052758	93053101	#1797:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93053101	93053435	#1798:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93053435	93054117	#1799:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93054117	93054455	#1800:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93054455	93055135	#1801:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93055135	93055815	#1802:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93055815	93056158	#1803:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93056159	93056495	#1804:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93056495	93056830	#1805:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93056830	93057513	#1806:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93057513	93058193	#1807:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93058193	93058528	#1808:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93058528	93058874	#1809:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93058874	93059553	#1810:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93059553	93060232	#1811:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93060232	93060575	#1812:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93060576	93060912	#1813:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93060912	93061247	#1814:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93061247	93061930	#1815:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93061930	93062610	#1816:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93062610	93063290	#1817:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93063290	93063625	#1818:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93063625	93063971	#1819:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93063971	93064650	#1820:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93064650	93065329	#1821:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93065329	93065664	#1822:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93065664	93066352	#1823:S2C2H1L.1-3_2	4	(31, 119, 180)
chr2_hap2	93066352	93066689	#1824:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93066689	93067032	#1825:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93067033	93067369	#1826:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93067369	93067707	#1827:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93067707	93068050	#1828:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93068050	93068387	#1829:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93068387	93069066	#1830:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93069066	93069747	#1831:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93069747	93070085	#1832:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93070085	93070424	#1833:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93070424	93071101	#1834:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93071101	93071444	#1835:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93071444	93071781	#1836:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93071781	93072120	#1837:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93072120	93072799	#1838:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93072799	93073137	#1839:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93073137	93073816	#1840:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93073816	93074496	#1841:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93074496	93075175	#1842:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93075175	93075518	#1843:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93075518	93075855	#1844:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93075855	93076194	#1845:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93076194	93076873	#1846:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93076873	93077216	#1847:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93077216	93077553	#1848:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93077553	93078233	#1849:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93078233	93078576	#1850:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93078576	93078913	#1851:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93078913	93079252	#1852:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93079252	93079931	#1853:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93079931	93080274	#1854:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93080274	93080611	#1855:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93080611	93081291	#1856:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93081291	93081634	#1857:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93081634	93081971	#1858:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93081971	93082310	#1859:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93082310	93082989	#1860:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93082989	93083332	#1861:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93083332	93083669	#1862:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93083669	93084349	#1863:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93084349	93085028	#1864:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93085028	93085708	#1865:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93085708	93086047	#1866:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93086047	93086726	#1867:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93086726	93087406	#1868:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93087406	93087749	#1869:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93087749	93088086	#1870:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93088086	93088425	#1871:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93088425	93089104	#1872:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93089104	93089447	#1873:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93089447	93089784	#1874:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93089784	93090464	#1875:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93090464	93091143	#1876:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93091143	93091823	#1877:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93091823	93092162	#1878:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93092162	93092841	#1879:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93092841	93093184	#1880:S2C2H1L.1/3_2	2	(31, 119, 180)
chr2_hap2	93093184	93093521	#1881:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93093521	93094201	#1882:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93094201	93094880	#1883:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93094880	93095560	#1884:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93095560	93095899	#1885:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93095899	93096578	#1886:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93096578	93096921	#1887:S2C2H1L.1/3_2	2	(31, 119, 180)
chr2_hap2	93096921	93097256	#1888:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93097256	93097937	#1889:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93097937	93098280	#1890:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93098280	93098617	#1891:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93098617	93098960	#1892:S2C2H1L.1/3_2	2	(31, 119, 180)
chr2_hap2	93098960	93099297	#1893:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93099297	93099976	#1894:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93099976	93100319	#1895:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93100319	93100654	#1896:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93100654	93100995	#1897:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93100995	93101674	#1898:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93101674	93102017	#1899:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93102017	93102354	#1900:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93102354	93103034	#1901:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93103034	93103714	#1902:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93103714	93104393	#1903:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93104393	93104736	#1904:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93104736	93105073	#1905:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93105073	93105753	#1906:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93105753	93106092	#1907:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93106092	93106771	#1908:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93106771	93107114	#1909:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93107114	93107451	#1910:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93107451	93107790	#1911:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93107790	93108469	#1912:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93108469	93108807	#1913:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93108807	93109485	#1914:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93109485	93109828	#1915:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93109828	93110165	#1916:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93110165	93110504	#1917:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93110504	93111183	#1918:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93111183	93111526	#1919:S2C2H1L.1/3_2	2	(31, 119, 180)
chr2_hap2	93111526	93111863	#1920:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93111863	93112542	#1921:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93112542	93113222	#1922:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93113222	93113560	#1923:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93113560	93113899	#1924:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93113899	93114577	#1925:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93114577	93114920	#1926:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93114920	93115257	#1927:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93115257	93115937	#1928:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93115937	93116617	#1929:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93116617	93117296	#1930:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93117296	93117634	#1931:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93117634	93117973	#1932:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93117973	93118651	#1933:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93118651	93118994	#1934:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93118994	93119331	#1935:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93119331	93120011	#1936:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93120011	93120691	#1937:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93120691	93121370	#1938:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93121370	93122050	#1939:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93122050	93122730	#1940:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93122730	93123073	#1941:S2C2H1L.1/3_2	2	(31, 119, 180)
chr2_hap2	93123075	93123410	#1942:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93123410	93124089	#1943:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93124089	93124769	#1944:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93124769	93125112	#1945:S2C2H1L.1/3_2	2	(31, 119, 180)
chr2_hap2	93125112	93125449	#1946:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93125449	93126128	#1947:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93126128	93126808	#1948:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93126808	93127146	#1949:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93127146	93127485	#1950:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93127485	93128164	#1951:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93128164	93128844	#1952:S2C2H1L.1/3_2-4	4	(31, 119, 180)
chr2_hap2	93128844	93129524	#1953:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93129524	93129867	#1954:S2C2H1L.1/3_2	2	(31, 119, 180)
chr2_hap2	93129869	93130204	#1955:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93130204	93130883	#1956:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93130883	93131563	#1957:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93131563	93131901	#1958:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93131901	93132238	#1959:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93132238	93132918	#1960:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93132918	93133261	#1961:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93133261	93133598	#1962:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93133598	93133937	#1963:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93133937	93134616	#1964:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93134616	93134959	#1965:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93134959	93135296	#1966:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93135296	93135635	#1967:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93135635	93136313	#1968:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93136313	93136656	#1969:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93136656	93136993	#1970:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93136993	93137673	#1971:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93137673	93138353	#1972:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93138353	93138696	#1973:S2C2H1L.1/3_2	2	(31, 119, 180)
chr2_hap2	93138696	93139033	#1974:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93139033	93139713	#1975:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93139713	93140393	#1976:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93140393	93141072	#1977:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93141072	93141415	#1978:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93141415	93141752	#1979:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93141752	93142095	#1980:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93142095	93142432	#1981:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93142432	93143112	#1982:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93143112	93143792	#1983:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93143792	93144135	#1984:S2C2H1L.1/3_2	2	(31, 119, 180)
chr2_hap2	93144135	93144472	#1985:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93144472	93145152	#1986:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93145152	93145832	#1987:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93145832	93146511	#1988:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93146511	93146854	#1989:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93146854	93147191	#1990:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93147191	93147530	#1991:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93147530	93148209	#1992:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93148209	93148552	#1993:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93148552	93148889	#1994:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93148889	93149569	#1995:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93149569	93150249	#1996:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93150249	93150928	#1997:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93150928	93151608	#1998:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93151608	93151947	#1999:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93151947	93152626	#2000:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93152626	93152969	#2001:S2C2H1L.1/3_2	2	(31, 119, 180)
chr2_hap2	93152969	93153306	#2002:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93153306	93153985	#2003:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93153985	93154323	#2004:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93154323	93154662	#2005:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93154662	93155340	#2006:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93155340	93155683	#2007:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93155683	93156020	#2008:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93156020	93156359	#2009:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93156359	93156701	#2010:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93156701	93157038	#2011:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93157038	93157377	#2012:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93157377	93158056	#2013:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93158056	93158399	#2014:S2C2H1L.1/3_2	2	(31, 119, 180)
chr2_hap2	93158399	93158736	#2015:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93158736	93159415	#2016:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93159415	93160095	#2017:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93160095	93160433	#2018:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93160433	93160772	#2019:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93160772	93161450	#2020:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93161450	93161793	#2021:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93161793	93162130	#2022:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93162130	93162469	#2023:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93162469	93163148	#2024:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93163148	93163486	#2025:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93163486	93164165	#2026:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93164165	93164845	#2027:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93164845	93165524	#2028:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93165524	93165867	#2029:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93165867	93166203	#2030:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93166203	93166542	#2031:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93166542	93167221	#2032:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93167221	93167564	#2033:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93167564	93167901	#2034:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93167901	93168581	#2035:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93168581	93169260	#2036:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93169260	93169940	#2037:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93169940	93170283	#2038:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93170283	93170620	#2039:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93170620	93170963	#2040:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93170963	93171300	#2041:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93171300	93171643	#2042:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93171643	93171980	#2043:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93171980	93172319	#2044:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93172319	93172998	#2045:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93172998	93173336	#2046:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93173336	93173679	#2047:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93173679	93174016	#2048:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93174016	93174355	#2049:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93174355	93175034	#2050:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93175034	93175371	#2051:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93175371	93175710	#2052:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93175710	93176052	#2053:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93176052	93176390	#2054:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93176390	93177069	#2055:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93177069	93177412	#2056:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93177412	93177749	#2057:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93177749	93178428	#2058:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93178428	93179108	#2059:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93179108	93179787	#2060:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93179787	93180126	#2061:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93180126	93180805	#2062:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93180805	93181148	#2063:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93181148	93181485	#2064:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93181485	93182165	#2065:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93182165	93182844	#2066:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93182844	93183866	#2067:S2C2H1L.1-3_2-4	6	(174, 199, 232)
chr2_hap2	93183866	93184209	#2068:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93184209	93184546	#2069:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93184546	93184885	#2070:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93184885	93185564	#2071:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93185564	93185901	#2072:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93185901	93186244	#2073:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93186244	93186581	#2074:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93186581	93186924	#2075:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93186924	93187261	#2076:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93187261	93188282	#2077:S2C2H1L.1-3_2-4	6	(174, 199, 232)
chr2_hap2	93188282	93188620	#2078:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93188620	93189641	#2079:S2C2H1L.1-3_2-4	6	(174, 199, 232)
chr2_hap2	93189641	93189984	#2080:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93189984	93190321	#2081:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93190321	93190660	#2082:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93190660	93191002	#2083:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93191002	93191339	#2084:S2C2H1L.1_4	2	(31, 119, 180)
chr2_hap2	93191339	93191678	#2085:S2C2H1L.1_2/4	2	(31, 119, 180)
chr2_hap2	93191678	93192357	#2086:S2C2H1L.1-4	4	(31, 119, 180)
chr2_hap2	93192357	93192695	#2087:S2C2H1L.1/3_4	2	(31, 119, 180)
chr2_hap2	93192695	93193038	#2088:S2C2H1L.1-2	2	(31, 119, 180)
chr2_hap2	93193038	93193375	#2089:S2C2H1L.1_4	2	(31, 119, 180)
