chr	start	end	het_ratio	het_length
chr2	117010103	117011694	48	1591
chr2	117083992	117084652	48.1	660
chr2	117145860	117147152	47.7	1292
chr2	117157825	117158399	50	574
chr2	117260578	117266144	43.3	5566
chr2	117268096	117269107	47.2	1011
chr2	117271826	117275496	48.7	3670
chr2	117281716	117282666	44.4	950
chr2	117286841	117287738	34.4	897
chr2	117362168	117362814	43.1	646
chr2	117369821	117373057	47.1	3236
chr2	117386032	117387355	38.5	1323
chr2	117388377	117390038	41.9	1661
chr2	117391504	117392749	48.9	1245
chr2	117393913	117396794	49	2881
chr2	117397788	117400073	41.7	2285
chr2	117508723	117509632	40	909
chr2	117521677	117522613	36	936
chr2	117626228	117627699	47.5	1471
chr2	117636702	117636863	47.7	161
chr2	117658945	117660203	35.1	1258
chr2	117682434	117684313	50	1879
chr2	117686054	117686912	46.8	858
chr2	117713920	117714403	46.6	483
chr2	117785149	117785894	35.9	745
chr2	117817644	117818959	38.9	1315
chr2	117822606	117823625	45.5	1019
chr2	117825914	117826714	35.4	800
chr2	117844578	117845597	48.9	1019
chr2	117860011	117860679	45.9	668
chr2	117891297	117893149	42.2	1852
chr2	117953254	117953475	45.8	221
chr2	117955843	117957717	50	1874
chr2	117958458	117960199	46	1741
chr2	117992184	117992878	47.3	694
chr2	118012641	118015286	40.7	2645
chr2	118016029	118016453	44.2	424
chr2	118020527	118021499	48.1	972
chr2	118027337	118027690	46.3	353
chr2	118029241	118031371	44.9	2130
chr2	118042649	118043358	37	709
chr2	118183441	118185045	44.7	1604
chr2	118211856	118212516	44.2	660
chr2	118215455	118216564	47.4	1109
chr2	118237388	118238641	46.5	1253
chr2	118240567	118241608	49	1041
chr2	118303649	118304420	49	771
chr2	118338430	118338464	28.6	34
chr2	118339451	118340618	35.3	1167
chr2	118354284	118356179	47.2	1895
chr2	118430249	118430981	44.9	732
chr2	118456540	118457837	42.9	1297
chr2	118527162	118527206	27.9	44
chr2	118567440	118568940	36.4	1500
chr2	118685759	118686351	45.9	592
chr2	118717833	118718963	44.2	1130
chr2	118736207	118738343	50	2136
chr2	119005449	119005580	11.3	131
chr2	119129048	119129082	28.9	34
chr2	119206031	119206045	39.5	14
chr2	119352982	119353839	46.3	857
chr2	119595240	119595369	34.3	129
chr2	119684486	119685408	46.2	922
chr2	119690696	119691907	42.6	1211
chr2	119836342	119837326	42	984
chr2	119895619	119898466	40.7	2847
chr2	119939999	119941834	48.8	1835
chr2	120022436	120023031	46.6	595
chr2	120106713	120108669	48.9	1956
chr2	120118177	120119502	44.2	1325
chr2	120700675	120702420	46.3	1745
chr2	120712085	120713204	42.5	1119
chr2	120899824	120900795	45.1	971
chr2	120966347	120967092	46.3	745
chr2	120987269	120988129	44.8	860
chr2	121027745	121028585	39	840
chr2	121248364	121249718	44.2	1354
chr2	121272317	121273131	42.6	814
chr2	121460472	121460627	49.2	155
chr2	121467964	121469474	46.3	1510
chr2	121470062	121470182	48.7	120
chr2	121472728	121474184	48.8	1456
chr2	121475140	121479406	44.2	4266
chr2	121481207	121482197	42	990
chr2	121513034	121513690	40.8	656
chr2	121524359	121525250	44.2	891
chr2	121528610	121532862	43.9	4252
chr2	121533624	121534663	46.3	1039
chr2	121535387	121536063	48.8	676
chr2	121541579	121542965	49.1	1386
chr2	121547583	121547765	48.4	182
chr2	121549877	121555264	38.7	5387
chr2	121560017	121561418	46.3	1401
chr2	121563333	121563692	44.4	359
chr2	121564498	121564718	43.1	220
chr2	121565448	121566096	40	648
chr2	121568299	121570565	46.9	2266
chr2	121572028	121574539	47.9	2511
chr2	121575162	121575780	48.9	618
chr2	121582742	121583867	43.8	1125
chr2	121586112	121587462	43.6	1350
chr2	121588427	121588901	43.6	474
chr2	121763027	121763667	46.7	640
chr2	122244271	122244863	45	592
chr2	122248573	122249659	48.8	1086
chr2	122292029	122293840	50	1811
chr2	122294469	122298712	48.9	4243
chr2	122300426	122301592	32.7	1166
chr2	122303875	122304757	37.9	882
chr2	122308093	122308903	37	810
chr2	122339672	122339969	41.9	297
chr2	122342695	122343971	37	1276
chr2	122343971	122344720	36.2	749
chr2	122358076	122359096	49.1	1020
chr2	122364767	122366246	50	1479
chr2	122371097	122372706	43.8	1609
chr2	122384095	122384603	48.2	508
chr2	122389215	122391218	44.4	2003
chr2	122395143	122396615	49.2	1472
chr2	122405094	122406629	48.9	1535
chr2	122494448	122494671	48.6	223
chr2	122551476	122552425	48.2	949
chr2	122562230	122563048	45.8	818
chr2	122573839	122575050	34.8	1211
chr2	122579589	122580273	44.2	684
chr2	122600214	122601308	36.4	1094
chr2	122606273	122607723	50	1450
chr2	122769516	122770850	41.8	1334
chr2	122782197	122783635	47.2	1438
chr2	122785955	122786511	50	556
chr2	122792277	122794010	43.9	1733
chr2	122817694	122818219	39	525
chr2	122827678	122830675	49	2997
chr2	122844313	122845153	50	840
chr2	123402549	123405958	48.8	3409
chr2	123417758	123418391	45.8	633
chr2	123419355	123421217	46	1862
chr2	123426328	123427876	41.7	1548
chr2	123430971	123432704	34.2	1733
chr2	123435581	123436173	45.8	592
chr2	123440015	123443251	47.2	3236
chr2	123665439	123666456	37.9	1017
chr2	123669515	123670839	43.1	1324
chr2	123682801	123684649	41.3	1848
chr2	123726632	123727076	42.9	444
chr2	123744634	123744936	45.7	302
chr2	123756838	123758181	40.5	1343
chr2	123767424	123770032	41.3	2608
chr2	123779570	123780193	39.3	623
chr2	123791968	123793510	44.4	1542
chr2	123832934	123834519	46.2	1585
chr2	123835156	123839334	47.7	4178
chr2	123848766	123850114	37.2	1348
chr2	123858146	123859074	46.7	928
chr2	123865596	123866853	50	1257
chr2	123871942	123873300	43.2	1358
chr2	123882048	123883571	44	1523
chr2	123908134	123910030	46.5	1896
chr2	123911003	123913068	48.9	2065
chr2	123926206	123927502	43.4	1296
chr2	123937589	123938721	47.5	1132
chr2	123958331	123959771	45.7	1440
chr2	123984616	123985134	38.1	518
chr2	123991208	123992523	38.3	1315
chr2	124010001	124011119	44.4	1118
chr2	124046525	124047637	41.7	1112
chr2	124065284	124069093	48.2	3809
chr2	124069837	124070689	49.2	852
chr2	124096339	124097354	46.5	1015
chr2	124119699	124120377	33.3	678
chr2	124162318	124162983	40.9	665
chr2	124172203	124173549	46.5	1346
chr2	124181498	124181519	48.4	21
chr2	124184260	124185126	47.5	866
chr2	124222656	124222669	26.9	13
chr2	124299314	124300988	33.3	1674
chr2	124384638	124385891	39	1253
chr2	124388002	124389016	35	1014
chr2	124392623	124393483	41	860
chr2	124500621	124501344	43.2	723
chr2	125001737	125003129	43.9	1392
chr2	125023380	125024549	40	1169
chr2	125029493	125029952	32.3	459
chr2	125030602	125036480	37	5878
chr2	125039193	125040079	38.7	886
chr2	125055249	125056626	40.4	1377
chr2	125059810	125061005	42.6	1195
chr2	125069205	125072646	34.9	3441
chr2	125079428	125080640	49	1212
chr2	125083775	125084730	43.8	955
chr2	125092886	125093546	43.5	660
chr2	125095062	125099596	46.8	4534
chr2	125101631	125103805	40.5	2174
chr2	125812372	125812675	48	303
chr2	125813187	125814699	45.3	1512
chr2	125817396	125818217	50	821
chr2	125818856	125820509	41.3	1653
chr2	125821125	125822314	43.4	1189
chr2	125824271	125827507	43.1	3236
chr2	125828481	125830179	42.6	1698
chr2	125855339	125856512	44.4	1173
chr2	125859784	125860101	45.5	317
chr2	125875258	125877306	50	2048
chr2	125886651	125887456	45.2	805
chr2	125894158	125895669	44.4	1511
chr2	125903486	125905250	50	1764
chr2	125954864	125956231	47.9	1367
chr2	126011501	126012273	45.3	772
chr2	126050077	126051161	47.8	1084
chr2	126069485	126071030	46.2	1545
chr2	126073183	126076053	48.6	2870
chr2	126076827	126079357	46.2	2530
chr2	126080030	126081227	43.5	1197
chr2	126082795	126083409	47.8	614
chr2	126084489	126085730	48.9	1241
chr2	126172382	126172549	42.5	167
chr2	126266386	126266745	43.4	359
chr2	126328059	126332611	48.5	4552
chr2	126446418	126447570	43.1	1152
chr2	126615458	126617228	46.2	1770
chr2	126644941	126647198	47.1	2257
chr2	126652110	126652699	40	589
chr2	126662333	126663679	37	1346
chr2	126758821	126760497	50	1676
chr2	126785665	126786302	42.9	637
chr2	126798394	126800411	39.1	2017
chr2	126801682	126802919	47.7	1237
chr2	126803855	126807141	48.8	3286
chr2	126809531	126809921	41	390
chr2	126834483	126835912	45.8	1429
chr2	126844442	126845068	45.7	626
chr2	126864950	126865527	44.2	577
chr2	126866621	126868038	48.7	1417
chr2	126868777	126869097	42.1	320
chr2	127102065	127102538	46.9	473
chr2	127113382	127115449	37	2067
chr2	127117590	127118106	43.4	516
chr2	127246851	127249672	41.8	2821
chr2	127253050	127254148	49	1098
chr2	127255179	127257982	50	2803
chr2	127258804	127259422	48.9	618
chr2	127270476	127272598	48.2	2122
chr2	127273476	127274643	49.1	1167
chr2	127376020	127376659	43.5	639
chr2	127381376	127384306	50	2930
chr2	127385556	127389007	44.6	3451
chr2	127389957	127392378	45.9	2421
chr2	127393301	127395455	47.8	2154
chr2	127400214	127406534	50	6320
chr2	127540038	127541906	46.2	1868
chr2	127543146	127545881	48	2735
chr2	127565190	127566109	41.3	919
chr2	127567579	127568990	43.6	1411
chr2	127571425	127572085	43.4	660
chr2	127614156	127614990	46.4	834
chr2	127618321	127619663	47.4	1342
chr2	127624373	127625930	45.1	1557
chr2	127628017	127630106	48.2	2089
chr2	127639712	127640159	11.5	447
chr2	127873894	127874606	43.2	712
chr2	127972713	127973530	43.8	817
chr2	128051378	128054079	44.7	2701
chr2	128055511	128056517	45.7	1006
chr2	128083961	128084625	46.5	664
chr2	128525727	128526142	17.9	415
chr2	128584569	128585321	44.2	752
chr2	128638828	128640158	41.2	1330
chr2	128641146	128644271	42.9	3125
chr2	128647836	128649414	47.9	1578
chr2	128650055	128651119	45.8	1064
chr2	128652086	128654270	39.5	2184
chr2	128659749	128660603	48.6	854
chr2	128679786	128681502	45.2	1716
chr2	128685652	128686393	50	741
chr2	128709446	128710468	39.5	1022
chr2	128723958	128724697	48.6	739
chr2	128776651	128776747	47.7	96
chr2	128861635	128862393	49	758
chr2	128864790	128865397	49.2	607
chr2	128867169	128869759	46.6	2590
chr2	128870530	128874016	50	3486
chr2	128874784	128875547	46.2	763
chr2	129107896	129108693	39.4	797
chr2	129116386	129116575	44.4	189
chr2	129178768	129186452	47.5	7684
chr2	129187635	129188389	47.8	754
chr2	129190487	129192545	47.9	2058
chr2	129216952	129218852	47.7	1900
chr2	129220991	129222162	46.9	1171
chr2	129462323	129464138	50	1815
chr2	129465546	129467188	44.2	1642
chr2	129471461	129472396	46.9	935
chr2	129551203	129551655	46.4	452
chr2	129556976	129557533	41.2	557
chr2	129559623	129560379	36	756
chr2	129569441	129570698	41.5	1257
chr2	129746521	129748248	45.5	1727
chr2	129772814	129774287	47.2	1473
chr2	129777716	129778158	48.8	442
chr2	129837881	129841433	42.9	3552
chr2	129842516	129844520	47.6	2004
chr2	129845091	129845999	48.6	908
chr2	129847953	129848673	47.2	720
chr2	129852310	129852686	45.5	376
chr2	129853944	129857468	50	3524
chr2	129887262	129890550	42.9	3288
chr2	129892619	129893599	39.2	980
chr2	129999139	130001413	31.9	2274
chr2	130037396	130037831	44.2	435
chr2	130049906	130050882	43.9	976
chr2	130073034	130074098	38.2	1064
chr2	130076344	130079519	41.1	3175
chr2	130082464	130083433	41.3	969
chr2	130084502	130086336	40	1834
chr2	130088206	130091422	32.5	3216
chr2	130116017	130116677	37.8	660
chr2	130879152	130882799	47.2	3647
chr2	130883671	130885799	24	2128
chr2	130886616	130890761	25.5	4145
chr2	130893860	130899538	27.5	5678
chr2	130908344	130910134	36.1	1790
chr2	130911145	130914042	37.7	2897
chr2	130915217	130917250	29.5	2033
chr2	130918516	130920742	31.7	2226
chr2	130923290	130930645	22	7355
chr2	131047294	131048434	15.4	1140
chr2	131049463	131049723	43.5	260
chr2	131121449	131122137	44	688
chr2	131123051	131124862	43.5	1811
chr2	131127024	131127882	44.4	858
chr2	131132254	131133327	44.2	1073
chr2	131134317	131134886	47.8	569
chr2	131139785	131140255	42.9	470
chr2	131142406	131143532	35	1126
chr2	131145158	131145551	40	393
chr2	131147266	131148884	43.9	1618
chr2	131219262	131219330	41.2	68
chr2	131239657	131242602	42.9	2945
chr2	131250156	131251137	39.1	981
chr2	131364873	131365477	42.2	604
chr2	131374888	131375272	46.2	384
chr2	131434997	131436900	41.5	1903
chr2	131465711	131467541	43.4	1830
chr2	131531233	131531249	27.3	16
chr2	131906777	131910949	48.7	4172
chr2	131911701	131912482	50	781
chr2	131913840	131916245	50	2405
chr2	131917743	131918898	48.8	1155
chr2	131919646	131921406	42.2	1760
chr2	131923500	131923959	32.6	459
chr2	131924743	131925530	33.3	787
chr2	131926363	131928135	32.6	1772
chr2	131928879	131931875	31	2996
chr2	131932911	131939598	31.8	6687
chr2	131940362	131945345	50	4983
chr2	131945941	131946767	50	826
chr2	131947336	131951570	47.4	4234
chr2	131952779	131955619	39.5	2840
chr2	131957969	131958784	35.7	815
chr2	131966054	131967075	42.9	1021
chr2	131978078	131979368	41.3	1290
chr2	131999944	132000423	47.5	479
chr2	132226930	132226969	17.4	39
chr2	132470526	132470709	43.9	183
chr2	132472994	132475772	48.8	2778
chr2	132476674	132477079	40.5	405
chr2	132480968	132481797	40	829
chr2	132483863	132485046	38.9	1183
chr2	132486868	132487332	37.1	464
chr2	132488395	132489492	41.7	1097
chr2	132492917	132493855	36.8	938
chr2	132498724	132499704	31.2	980
chr2	132605862	132606684	37.5	822
chr2	132610847	132612079	42.5	1232
chr2	132614680	132615980	43.6	1300
chr2	132716392	132717663	45	1271
chr2	132766585	132769018	49	2433
chr2	132774088	132775560	48.8	1472
chr2	132827001	132827859	45.2	858
chr2	132836620	132836647	18.2	27
chr2	132838602	132840690	35	2088
chr2	132843050	132844377	48.6	1327
chr2	132882722	132883677	44.6	955
chr2	132888768	132889320	50	552
chr2	132893273	132896153	45.5	2880
chr2	132906367	132907420	46.9	1053
chr2	132937804	132938578	47.4	774
chr2	132942450	132943344	45.8	894
chr2	132951026	132952414	45.7	1388
chr2	133147268	133148364	45.1	1096
chr2	133172995	133173718	49.2	723
chr2	133387368	133388241	20.6	873
chr2	133658789	133659446	44.4	657
chr2	133738979	133740111	45.5	1132
chr2	133906260	133908628	41.2	2368
chr2	133978311	133978588	44.2	277
chr2	133983764	133985464	46.9	1700
chr2	133986343	133987038	49	695
chr2	133987708	133988563	47.9	855
chr2	133991096	133992944	46.9	1848
chr2	134023168	134023730	42.9	562
chr2	134027756	134029944	50	2188
chr2	134039728	134041146	46.3	1418
chr2	134169638	134170351	38	713
chr2	134196116	134196778	47.8	662
chr2	134208358	134208618	37.5	260
chr2	134220188	134221116	41.8	928
chr2	134240240	134242784	48.9	2544
chr2	134315434	134316534	50	1100
chr2	134336058	134337344	40	1286
chr2	134350089	134350902	44	813
chr2	134391747	134393166	42.5	1419
chr2	134398725	134400091	44.2	1366
chr2	134418781	134420348	41.7	1567
chr2	134437979	134439154	42	1175
chr2	134457120	134457993	42.1	873
chr2	134475318	134476950	40.5	1632
chr2	134534959	134536221	32.5	1262
chr2	134536898	134538221	35.1	1323
chr2	134548461	134549371	48.9	910
chr2	134591476	134591795	48.6	319
chr2	134601023	134601880	40.6	857
chr2	134618744	134619057	46.7	313
chr2	134626731	134627184	42.2	453
chr2	134758548	134759614	35.6	1066
chr2	136475585	136475611	20.8	26
chr2	136790432	136790891	16.3	459
chr2	137550436	137551080	48.3	644
chr2	137735914	137737478	47.2	1564
chr2	137757438	137758373	41.2	935
chr2	137761542	137762583	37.1	1041
chr2	137836193	137837974	48.8	1781
chr2	137838551	137841613	50	3062
chr2	137842380	137843072	33.3	692
chr2	137844080	137844988	42.2	908
chr2	137973908	137974826	40	918
chr2	137975904	137976317	31	413
chr2	137994607	137996374	47.8	1767
chr2	138001830	138005038	34.2	3208
chr2	138116802	138117525	47.7	723
chr2	138120975	138121439	47.6	464
chr2	138310230	138311441	34	1211
chr2	138313112	138314652	42.9	1540
chr2	138318754	138319523	47.9	769
chr2	138325763	138326367	48.7	604
chr2	138335026	138337082	32.4	2056
chr2	138357401	138358394	45.2	993
chr2	138366157	138366582	43.1	425
chr2	138376659	138377040	40.4	381
chr2	138491433	138492955	34	1522
chr2	138560952	138561213	39.1	261
chr2	138675217	138676722	43.1	1505
chr2	138683062	138683364	37.8	302
chr2	138907381	138908034	48.9	653
chr2	138916906	138917820	49	914
chr2	139317724	139318254	39	530
chr2	139511777	139513006	47.8	1229
chr2	139514313	139515509	48.9	1196
chr2	139524018	139526281	45.7	2263
chr2	139544281	139545228	41.7	947
chr2	139567291	139568940	45.7	1649
chr2	139570107	139571791	45	1684
chr2	139695140	139696688	43.2	1548
chr2	139701816	139703096	35.9	1280
chr2	139728935	139729305	39.2	370
chr2	139744109	139745795	46.7	1686
chr2	139752497	139753470	43.8	973
chr2	139754319	139755095	47.7	776
chr2	139766127	139766587	47.1	460
chr2	139774935	139775635	50	700
chr2	140252331	140253758	35.7	1427
chr2	140273450	140274899	46.7	1449
chr2	140319521	140319949	13.3	428
chr2	140323618	140324201	45.1	583
chr2	140354168	140354979	42.9	811
chr2	140355727	140358003	46.2	2276
chr2	140359283	140360522	48.7	1239
chr2	140361937	140363023	41.2	1086
chr2	140365155	140366378	43.6	1223
chr2	140373258	140375296	42.2	2038
chr2	140387245	140388403	41.5	1158
chr2	140444127	140444142	40.5	15
chr2	140504961	140505327	41.3	366
chr2	140506464	140507080	39.6	616
chr2	140509318	140510002	43.4	684
chr2	140514304	140516378	46.9	2074
chr2	140636647	140637173	50	526
chr2	140648165	140649285	43.9	1120
chr2	140673860	140674756	42.9	896
chr2	140750026	140752613	42.1	2587
chr2	140773349	140775109	46	1760
chr2	140790765	140791650	46.8	885
chr2	141037054	141038950	50	1896
chr2	141039817	141040808	48.2	991
chr2	141042213	141042973	45.2	760
chr2	141048703	141049193	43.9	490
chr2	141052604	141053636	49	1032
chr2	141056530	141058380	45.5	1850
chr2	141068878	141071055	40	2177
chr2	141071995	141073232	48.8	1237
chr2	141099022	141099779	38	757
chr2	141100464	141101252	40.8	788
chr2	141102333	141106428	39.5	4095
chr2	141107201	141110263	29.4	3062
chr2	141111216	141113105	40.5	1889
chr2	141115373	141118429	47.8	3056
chr2	141124607	141125526	41.9	919
chr2	141210613	141212333	47.4	1720
chr2	141214502	141215961	41.7	1459
chr2	141220493	141221083	48.8	590
chr2	141233765	141234218	48.8	453
chr2	141239876	141241214	50	1338
chr2	141248729	141249294	38.1	565
chr2	141259129	141259930	41	801
chr2	141260775	141262091	48.7	1316
chr2	141263109	141266606	47.4	3497
chr2	141273875	141274530	39.5	655
chr2	141340893	141342203	48.9	1310
chr2	141409810	141411781	47.9	1971
chr2	141413425	141414369	43.5	944
chr2	141417356	141418567	48.8	1211
chr2	141419257	141419840	47.1	583
chr2	141420791	141421150	47.2	359
chr2	141497367	141498442	45.3	1075
chr2	141514706	141516134	47.5	1428
chr2	141522855	141524650	48.5	1795
chr2	141527358	141527698	40	340
chr2	141529142	141530680	39.1	1538
chr2	141532340	141534213	37.5	1873
chr2	141542841	141542938	42.6	97
chr2	141548339	141548947	48.8	608
chr2	141553022	141553612	43.9	590
chr2	141554182	141555504	50	1322
chr2	141556139	141556949	46.2	810
chr2	141559743	141561204	45.7	1461
chr2	141566588	141567855	36.8	1267
chr2	141568884	141569529	35	645
chr2	141686403	141687726	34.8	1323
chr2	141696269	141703236	44.2	6967
chr2	141704144	141705043	50	899
chr2	141721260	141723030	40.9	1770
chr2	141750348	141751496	44.2	1148
chr2	141761032	141761454	10.5	422
chr2	141763405	141764399	40.4	994
chr2	141867051	141868395	36.4	1344
chr2	141870339	141871369	40.9	1030
chr2	141876000	141878527	47.2	2527
chr2	141910509	141911029	44.4	520
chr2	141914851	141915893	50	1042
chr2	141918137	141924463	41.7	6326
chr2	141925157	141927198	35.7	2041
chr2	141928826	141930669	34.8	1843
chr2	141936404	141936726	44.2	322
chr2	141990681	141990702	34.7	21
chr2	141994894	141996357	40.4	1463
chr2	142007951	142008946	37.2	995
chr2	142022697	142023383	48.8	686
chr2	142066917	142071413	45.2	4496
chr2	142084334	142084754	42.2	420
chr2	142085294	142087363	46.9	2069
chr2	142122995	142124239	41.3	1244
chr2	142129609	142130712	35.4	1103
chr2	142146480	142148035	46.8	1555
chr2	142158261	142158820	40.4	559
chr2	142201814	142202475	31.1	661
chr2	142224160	142225154	45.8	994
chr2	142233757	142236299	38.3	2542
chr2	142243334	142245195	46.9	1861
chr2	142246523	142247548	43.1	1025
chr2	142253850	142255571	48.9	1721
chr2	142260547	142261283	42.1	736
chr2	142279695	142280472	49.1	777
chr2	142317111	142319039	36.4	1928
chr2	142321440	142324252	49	2812
chr2	142324974	142325591	45.5	617
chr2	142332383	142332387	40.4	4
chr2	142335382	142335795	49	413
chr2	142429818	142430598	47.3	780
chr2	142507262	142508768	46.2	1506
chr2	142532229	142532836	46.3	607
chr2	142560571	142561957	42.4	1386
chr2	142568930	142570409	46.9	1479
chr2	142577908	142578244	41.4	336
chr2	142594407	142595345	50	938
chr2	142596234	142598200	48.8	1966
chr2	142599743	142600242	45.5	499
chr2	142701131	142703029	42.9	1898
chr2	142894353	142895457	47.3	1104
chr2	142900156	142901074	43.8	918
chr2	142963161	142964099	41.3	938
chr2	142971984	142973459	42	1475
chr2	142986403	142987935	31.6	1532
chr2	143241147	143241963	50	816
chr2	143242929	143244814	50	1885
chr2	143250186	143251111	40	925
chr2	143251951	143258625	41.2	6674
chr2	143259788	143261158	50	1370
chr2	143264410	143265582	48.8	1172
chr2	143266212	143266875	40	663
chr2	143454723	143456420	47.4	1697
chr2	143465283	143465700	47.9	417
chr2	143470303	143471030	49.1	727
chr2	143471934	143472314	47.9	380
chr2	143490613	143490915	45	302
chr2	143491436	143493308	45.8	1872
chr2	143820960	143822481	42.9	1521
chr2	143825640	143827685	45	2045
chr2	143841778	143842418	47.8	640
chr2	143845531	143845831	34.1	300
chr2	143985435	143985587	50	152
chr2	143987992	143988497	41.9	505
chr2	143989488	143990944	43.9	1456
chr2	144107430	144108236	39.1	806
chr2	144114220	144114968	47.1	748
chr2	145329044	145329928	46.2	884
chr2	145333779	145334416	50	637
chr2	145349741	145351123	46.8	1382
chr2	145472234	145472248	17.2	14
chr2	145819745	145820478	48.9	733
chr2	145830198	145831348	48.8	1150
chr2	145835330	145837818	48.9	2488
chr2	146054099	146056017	49	1918
chr2	146059803	146060440	48.8	637
chr2	146065385	146066247	45.9	862
chr2	146194476	146195523	50	1047
chr2	146212256	146213097	48	841
chr2	146214072	146215340	46	1268
chr2	146231153	146231163	44.9	10
chr2	146477097	146477310	30	213
chr2	146503602	146504919	44.4	1317
chr2	146599336	146599627	48.9	291
chr2	146704558	146705577	42.4	1019
chr2	146983742	146985107	48.8	1365
chr2	147152615	147154441	37.5	1826
chr2	147161962	147163268	46.2	1306
chr2	147170487	147172408	34.9	1921
chr2	147283477	147284347	44.9	870
chr2	147368369	147369104	43.2	735
chr2	147372241	147372970	42.9	729
chr2	147412679	147413247	45.5	568
chr2	147427241	147428853	44.4	1612
chr2	147521934	147522356	39	422
chr2	147555589	147556380	40.7	791
chr2	147560260	147561825	48.9	1565
chr2	147581092	147582538	38	1446
chr2	147600954	147602298	46.3	1344
chr2	147885302	147886478	45.7	1176
chr2	148032905	148033699	48.1	794
chr2	148058330	148058384	22.4	54
chr2	148178941	148179527	43.8	586
chr2	148181456	148181834	47.1	378
chr2	148184766	148186382	46.2	1616
chr2	148195443	148196717	38.2	1274
chr2	148524913	148524955	42.1	42
chr2	148600344	148601046	45.5	702
chr2	148603283	148604559	48.6	1276
chr2	148644352	148645195	42.9	843
chr2	148831580	148832255	39.1	675
chr2	148835118	148835949	45.5	831
chr2	148846103	148847343	45.7	1240
chr2	148976562	148977884	48.3	1322
chr2	148989297	148990417	46.8	1120
chr2	149006196	149007975	41.8	1779
chr2	149013464	149014597	45.3	1133
chr2	149022747	149023275	50	528
chr2	149105891	149106416	44.2	525
chr2	149227941	149227947	45.9	6
chr2	149251233	149252300	47.2	1067
chr2	149253062	149254197	46.7	1135
chr2	149486209	149486471	38.3	262
chr2	149507475	149507982	44.7	507
chr2	149509336	149510110	40.4	774
chr2	149524727	149525436	43.1	709
chr2	149527937	149528442	48.4	505
chr2	149554138	149554916	49.1	778
chr2	149570765	149571239	13.3	474
chr2	149592576	149593616	40.3	1040
chr2	149594416	149595104	39.7	688
chr2	149595791	149598090	39.7	2299
chr2	149600022	149603968	43.1	3946
chr2	149624400	149625442	45.1	1042
chr2	149751979	149753132	46.7	1153
chr2	149771769	149772592	48.5	823
chr2	149790623	149792108	44	1485
chr2	149793256	149793630	41.2	374
chr2	150019198	150019848	43.9	650
chr2	150134404	150134570	11.1	166
chr2	150140505	150141204	48.1	699
chr2	150148538	150149503	44.2	965
chr2	150156342	150156751	39.5	409
chr2	150157504	150158753	39.5	1249
chr2	150199494	150200109	46.3	615
chr2	150201537	150202225	45	688
chr2	150202931	150207757	44.2	4826
chr2	150208639	150209748	38.5	1109
chr2	150210487	150211719	38.6	1232
chr2	150212250	150213893	46.5	1643
chr2	150300602	150301894	48.9	1292
chr2	150305260	150305484	48.6	224
chr2	150328753	150329922	46.2	1169
chr2	150352702	150356014	31.4	3312
chr2	150358683	150359331	30.8	648
chr2	150375443	150376882	39.1	1439
chr2	150380332	150380595	42.9	263
chr2	150445574	150446420	45.2	846
chr2	150473916	150475679	38.3	1763
chr2	150563431	150564456	44.7	1025
chr2	150599181	150599273	40	92
chr2	150653550	150654504	48.2	954
chr2	151350873	151351529	44.7	656
chr2	151367838	151370041	38.5	2203
chr2	151408729	151409765	40.5	1036
chr2	151410584	151411986	46	1402
chr2	151413152	151414802	45.5	1650
chr2	151416370	151417231	50	861
chr2	151427028	151428322	48.8	1294
chr2	151434318	151434897	36.4	579
chr2	151486986	151488490	44.4	1504
chr2	151534032	151534721	44.2	689
chr2	151560837	151563923	41.7	3086
chr2	151564883	151567636	42	2753
chr2	151805321	151805981	40.4	660
chr2	152033109	152033502	10.9	393
chr2	152046193	152046834	20.4	641
chr2	152047743	152048409	10.5	666
chr2	152052880	152052886	23.8	6
chr2	152056726	152057506	37.1	780
chr2	152058277	152059219	42.5	942
chr2	152060518	152061085	45.7	567
chr2	152612001	152613280	46.3	1279
chr2	152727517	152728334	47.6	817
chr2	152730374	152731680	44.4	1306
chr2	152759769	152761552	39.6	1783
chr2	152762371	152763660	40	1289
chr2	152769803	152771665	46.2	1862
chr2	152772476	152773177	46.2	701
chr2	152774394	152775539	50	1145
chr2	152808417	152809784	46.3	1367
chr2	152814283	152816362	37.8	2079
chr2	152817189	152818569	36.4	1380
chr2	152827959	152828413	50	454
chr2	152841068	152841699	43.1	631
chr2	152930038	152930662	44.7	624
chr2	152973903	152975503	39.2	1600
chr2	153003141	153004120	46.3	979
chr2	153030630	153031229	37.8	599
chr2	153034379	153035359	47.6	980
chr2	153177766	153178473	47.9	707
chr2	153319979	153320671	50	692
chr2	153374785	153376132	38.9	1347
chr2	153381900	153382408	31.8	508
chr2	153409883	153411098	40.5	1215
chr2	153420733	153421633	44.2	900
chr2	153451480	153452365	37	885
chr2	153460518	153467333	48.7	6815
chr2	153535780	153536289	45.2	509
chr2	153547513	153548553	48.9	1040
chr2	153549334	153550337	48.7	1003
chr2	153578794	153578863	45.5	69
chr2	153631392	153632667	40	1275
chr2	153645469	153646027	48.1	558
chr2	153646788	153648806	47.3	2018
chr2	153651110	153652173	43.6	1063
chr2	153726557	153727190	47.5	633
chr2	153743005	153743991	46.8	986
chr2	153815244	153816494	28.6	1250
chr2	153819883	153820521	44	638
chr2	153854621	153856291	46.9	1670
